rating,review,split
negative,"displays the potential for a better movie than what bailly manages to deliver
",train
negative," . . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot . 
",train
negative,"the animation merely serves up a predictable , maudlin story that swipes heavily from bambi and the lion king , yet lacks the emotional resonance of either of those movies . 
",train
negative,"the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh's rise up the social ladder . 
",train
negative,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better . 
",train
negative,"now here's a sadistic bike flick that would have made vittorio de sica proud . 
",train
negative,"involving at times , but lapses quite casually into the absurd . 
",train
negative,"a sequence of ridiculous shoot-'em-up scenes . 
",train
negative,"the story really has no place to go since simone is not real—she can't provide any conflict . 
",train
negative,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . 
",train
negative,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off
",train
negative,"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . 
",train
negative,"stephen earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition – wearing a cloak of unsentimental , straightforward text – when it's really an exercise in gross romanticization of the delusional personality type . 
",train
negative,"the sweetest thing leaves an awful sour taste . 
",train
negative,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . 
",train
negative,"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care . 
",train
negative,"if the title is a jeopardy question , then the answer might be "" how does steven seagal come across these days ? "" or maybe "" how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? 
",train
negative,"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there
",train
negative,"some fine acting , but ultimately a movie with no reason for being . 
",train
negative,"it's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . 
",train
negative,"what was once original has been co-opted so frequently that it now seems pedestrian . 
",train
negative," . . . hudlin is stuck trying to light a fire with soggy leaves . 
",train
negative,"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . 
",train
negative,"an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots . 
",train
negative,"it is one more celluloid testimonial to the cruelties experienced by southern blacks as distilled through a caucasian perspective . 
",train
negative,"[t]oo many of these gross out scenes . . . 
",train
negative,"by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it's still quite bad . 
",train
negative,"how on earth , or anywhere else , did director ron underwood manage to blow $100 million on this ? 
",train
negative,"an uninspired preachy and clichéd war film . 
",train
negative,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . 
",train
negative,"the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . '
",train
negative,"a great idea becomes a not-great movie . 
",train
negative,"i found myself more appreciative of what the director was trying to do than of what he had actually done . 
",train
negative,"ultimately . . . the movie is too heady for children , and too preachy for adults . 
",train
negative,"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones . 
",train
negative,"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's hollywood . 
",train
negative,"a decidedly mixed bag . 
",train
negative,"even the imaginative gore can't hide the musty scent of todd farmer's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship . 
",train
negative,"es triste tener que decirles que lo único grato de la cinta es el cuerpo desnudo de la heather . . . 
",train
negative,"it's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . 
",train
negative,"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down . 
",train
negative,"the innocence of holiday cheer ain't what it used to be . 
",train
negative,"cattaneo should have followed the runaway success of his first film , the full monty , with something different . 
",train
negative,"well-meaning but inert . 
",train
negative,"while the new film is much more eye-catching than its blood-drenched stephen norrington-directed predecessor , the new script by the returning david s . goyer is much sillier . 
",train
negative,"it just didn't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) . 
",train
negative,"the master of disguise may have made a great saturday night live sketch , but a great movie it is not . 
",train
negative,"a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff . 
",train
negative,"sad nonsense , this . but not without cheesy fun factor . 
",train
negative,"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . 
",train
negative,"there's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film's simple title . 
",train
negative,"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter . 
",train
negative,"these guys seem great to knock back a beer with but they're simply not funny performers . 
",train
negative,"a wretched movie that reduces the second world war to one man's quest to find an old flame . 
",train
negative,"the story's so preposterous that i didn't believe it for a second , despite the best efforts of everyone involved . 
",train
negative,"the action quickly sinks into by-the-numbers territory . 
",train
negative,"too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets . 
",train
negative,"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 
",train
negative,"john leguizamo may be a dramatic actor -- just not in this movie . 
",train
negative,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions . 
",train
negative,"predictably soulless techno-tripe . 
",train
negative,"it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did . 
",train
negative,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie . 
",train
negative,"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . 
",train
negative,"unfortunately , a cast of competent performers from movies , television and the theater are cast adrift in various new york city locations with no unifying rhythm or visual style . 
",train
negative,"a non-mystery mystery . 
",train
negative,"ah , the travails of metropolitan life ! alas , another breathless movie about same ! 
",train
negative," . . . an hour-and-a-half of inoffensive , unmemorable filler . 
",train
negative,"the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience . 
",train
negative,"the film didn't convince me that calvin jr . 's barbershop represents some sort of beacon of hope in the middle of chicago's south side . 
",train
negative,"slick piece of cross-promotion . 
",train
negative,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant . 
",train
negative,"a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged . 
",train
negative,"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question 'why ? '
",train
negative,"boy oh boy , it's a howler . 
",train
negative,"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film . 
",train
negative,"the whole film has this sneaky feel to it – as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product . 
",train
negative,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally . 
",train
negative,"the director , with his fake backdrops and stately pacing , never settles on a consistent tone . 
",train
negative,"one thing's for sure—if george romero had directed this movie , it wouldn't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head . 
",train
negative,"obvious
",train
negative,"a dull , inconsistent , dishonest female bonding picture . 
",train
negative,"oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single . 
",train
negative,"a preposterously melodramatic paean to gang-member teens in brooklyn circa 1958 . 
",train
negative,"the movie generates plot points with a degree of randomness usually achieved only by lottery drawing . 
",train
negative,"a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken . 
",train
negative,"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce . . . lies a plot cobbled together from largely flat and uncreative moments . 
",train
negative,"sometimes , fond memories should stay in the past : a lesson this film teaches all too well . 
",train
negative,"a picture as erratic as its central character . 
",train
negative,"while the film shuns the glamour or glitz that an american movie might demand , scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production . 
",train
negative,"if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it . 
",train
negative,"the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing . 
",train
negative,"what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted . 
",train
negative,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ? 
",train
negative,"the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . 
",train
negative,"a disappointment for a movie that should have been the ultimate imax trip . 
",train
negative,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 . 
",train
negative,"as elegantly crafted as it often is , anderson's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame . 
",train
negative,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat . 
",train
negative,"one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time . 
",train
negative,"trouble every day is a success in some sense , but it's hard to like a film so cold and dead . 
",train
negative,"too much power , not enough puff . 
",train
negative,"the gags , and the script , are a mixed bag . 
",train
negative," in the end , white oleander isn't an adaptation of a novel . it's a flashy , star-splashed reduction . 
",train
negative,"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . 
",train
negative,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . 
",train
negative,"such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema . 
",train
negative,"strangely comes off as a kingdom more mild than wild . 
",train
negative,"the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically . 
",train
negative,"a lifetime movie about men . 
",train
negative,"it appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept . 
",train
negative,"this version of h . g . wells' time machine was directed by h . g . wells' great-grandson . they should have found orson welles' great-grandson . 
",train
negative,"gibney and jarecki just want to string the bastard up . 
",train
negative,"despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . 
",train
negative,"little is done to support the premise other than fling gags at it to see which ones shtick . 
",train
negative,"pumpkin wants to have it both ways . 
",train
negative,"there are just too many characters saying too many clever things and getting into too many pointless situations . where's the movie here ? 
",train
negative,"these are textbook lives of quiet desperation . 
",train
negative,"more of an intriguing curiosity than a gripping thriller . 
",train
negative,"directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they aren't able to muster a lot of emotional resonance in the cold vacuum of space . 
",train
negative,"i have to admit i walked out of runteldat . i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes . 
",train
negative,"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning . 
",train
negative,"each scene wreaks of routine ; the film never manages to generate a single threat of suspense . 
",train
negative,"no reason for anyone to invest their hard-earned bucks into a movie which obviously didn't invest much into itself either . 
",train
negative,"the respective charms of sandra bullock and hugh grant have worn threadbare . 
",train
negative,"enigma looks great , has solid acting and a neat premise . yet why it fails is a riddle wrapped in a mystery inside an enigma . 
",train
negative,"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também . 
",train
negative,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl . 
",train
negative,"it's just plain boring . 
",train
negative,"death might be a release . 
",train
negative,"worthy of the gong . 
",train
negative,"'a' for creativity but comes across more as a sketch for a full-length comedy . 
",train
negative,"even if you feel like you've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to belushi's easy-going likableness . 
",train
negative,"makes for a pretty unpleasant viewing experience . 
",train
negative,"[toback's] fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard . . . blends uneasily with the titillating material . 
",train
negative,"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it . 
",train
negative,"culkin turns his character into what is basically an anti-harry potter -- right down to the gryffindor scarf . 
",train
negative,"a laughable -- or rather , unlaughable -- excuse for a film . 
",train
negative,"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count . 
",train
negative,"…a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason . 
",train
negative,"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story . 
",train
negative,"its initial excitement settles into a warmed over pastiche . 
",train
negative,"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care . 
",train
negative,"an ambitious , guilt-suffused melodrama crippled by poor casting . 
",train
negative,"not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans . 
",train
negative,"mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor . 
",train
negative,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . 
",train
negative,"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time . 
",train
negative,"… is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful . 
",train
negative,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people . 
",train
negative,"the pacing is often way off and there are too many bona fide groaners among too few laughs . 
",train
negative,"jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films . 
",train
negative,"the first question to ask about bad company is why anthony hopkins is in it . we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . 
",train
negative,"tiresomely derivative and hammily acted . 
",train
negative," "" an entire film about researchers quietly reading dusty old letters . "" 
",train
negative,"go for la salle's performance , and make do as best you can with a stuttering script . 
",train
negative,"a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending . 
",train
negative,"this one is definitely one to skip , even for horror movie fanatics . 
",train
negative,"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail . 
",train
negative,"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake . 
",train
negative,"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from . 
",train
negative,"works better in the conception than it does in the execution . . . winds up seeming just a little too clever . 
",train
negative,"egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose . 
",train
negative,"the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels . 
",train
negative,"it wouldn't matter so much that this arrogant richard pryor wannabe's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny . 
",train
negative,"nothing more than a stifling morality tale dressed up in peekaboo clothing . 
",train
negative,"feel bad for king , who's honestly trying , and schwartzman , who's shot himself in the foot . 
",train
negative,"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches isn't exactly endearing . 
",train
negative,"even murphy's expert comic timing and famed charisma can't rescue this effort . 
",train
negative,"it's just plain lurid when it isn't downright silly . 
",train
negative,"a "" home alone "" film that is staged like "" rosemary's baby , "" but is not as well-conceived as either of those films . 
",train
negative,"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary . 
",train
negative,"despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . 
",train
negative,"the logic of it all will be greek to anyone not predisposed to the movie's rude and crude humor . 
",train
negative,"a didactic and dull documentary glorifying software anarchy . 
",train
negative,"with or without ballast tanks , k-19 sinks to a harrison ford low . 
",train
negative,"chao was chen kaige's assistant for years in china . he has not learnt that storytelling is what the movies are about . 
",train
negative,"it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . make chan's action sequences boring . 
",train
negative,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . 
",train
negative,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels . 
",train
negative," "" the kid stays in the picture "" is a great story , terrifically told by the man who wrote it but this cliff notes edition is a cheat . 
",train
negative,"downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a "" cooler "" pg-13 rating . 
",train
negative,"it's so underwritten that you can't figure out just where the other characters , including ana's father and grandfather , come down on the issue of ana's future . 
",train
negative,"if i spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public . 
",train
negative,"the filmmaker ascends , literally , to the olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster . 
",train
negative,"a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '
",train
negative,"sluggish , tonally uneven . 
",train
negative,"it's a road-trip drama with too many wrong turns . 
",train
negative,"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ? 
",train
negative,"entertaining enough , but nothing new
",train
negative,"it's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . 
",train
negative,"welles groupie/scholar peter bogdanovich took a long time to do it , but he's finally provided his own broadside at publishing giant william randolph hearst . 
",train
negative,"the pivotal narrative point is so ripe the film can't help but go soft and stinky . 
",train
negative,"some body smacks of exhibitionism more than it does cathartic truth telling . 
",train
negative,"though it pretends to expose the life of male hustlers , it's exploitive without being insightful . 
",train
negative,"watching harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but boyd's film offers little else of consequence . 
",train
negative,"you can see where big bad love is trying to go , but it never quite gets there . 
",train
negative,"ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? 
",train
negative,"the star who helped give a spark to "" chasing amy "" and "" changing lanes "" falls flat as thinking man cia agent jack ryan in this summer's new action film , "" the sum of all fears . "" 
",train
negative,"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive . 
",train
negative,"there might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ? 
",train
negative,"at times , however , dogtown and z-boys lapses into an insider's lingo and mindset that the uninitiated may find hard to follow , or care about . 
",train
negative,"an empty , purposeless exercise . 
",train
negative,"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's "" waking up in reno . "" go back to sleep . 
",train
negative,"ben affleck as jack ryan , tom clancy's intrepid hero ? ridiculous . what's next ? d . j . qualls as indiana jones ? or tom green as han solo ? 
",train
negative,"definitely a crowd-pleaser , but then , so was the roman colosseum . 
",train
negative,"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti
",train
negative,"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium . 
",train
negative,"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten . 
",train
negative,"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions . 
",train
negative,"by turns numbingly dull-witted and disquietingly creepy . 
",train
negative,"skillful as he is , mr . shyamalan is undone by his pretensions . 
",train
negative,"its one-sidedness . . . flirts with propaganda . 
",train
negative,"about as original as a gangster sweating bullets while worrying about a contract on his life . 
",train
negative,"thoughtless , random , superficial humour and a lot of very bad scouse accents
",train
negative,"the only thing in pauline and paulette that you haven't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers . 
",train
negative,"for a movie about the power of poetry and passion , there is precious little of either . 
",train
negative,"well-shot but badly written tale set in a future ravaged by dragons . 
",train
negative,"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut . 
",train
negative,"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare . 
",train
negative,"yet another genre exercise , gangster no . 1 is as generic as its title . 
",train
negative,"an erotic thriller that's neither too erotic nor very thrilling , either . 
",train
negative,"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking . 
",train
negative,"rock's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical . 
",train
negative,"a grim , flat and boring werewolf movie that refuses to develop an energy level . 
",train
negative,"essentially , the film is weak on detail and strong on personality
",train
negative,"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem . 
",train
negative,"no amount of nostalgia for carvey's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey's considerable talents are wasted in it . 
",train
negative,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . 
",train
negative,"loud , silly , stupid and pointless . 
",train
negative,"the holiday message of the 37-minute santa vs . the snowman leaves a lot to be desired . 
",train
negative,"ecks this one off your must-see list . 
",train
negative,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . 
",train
negative,"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special . 
",train
negative,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor . 
",train
negative,"stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . 
",train
negative,"despite a blue-chip cast and a provocative title , writer-director peter mattei's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy . 
",train
negative,"bears is even worse than i imagined a movie ever could be . 
",train
negative,"one can't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney's latest album . 
",train
negative,"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy . 
",train
negative,"plays like one of those conversations that comic book guy on "" the simpsons "" has . 
",train
negative,"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks . 
",train
negative,"deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence . 
",train
negative,"has all the right elements but completely fails to gel together . 
",train
negative," . . . pitiful , slapdash disaster . a doa dud from frame one . 
",train
negative,"while the mystery unravels , the characters respond by hitting on each other . 
",train
negative," . . . the story simply putters along looking for astute observations and coming up blank . 
",train
negative,"it's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman . 
",train
negative,"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes . 
",train
negative,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . 
",train
negative,"the cast is uniformly excellent . . . but the film itself is merely mildly charming . 
",train
negative,"simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn . 
",train
negative,"acting , particularly by tambor , almost makes "" never again "" worthwhile , but [writer/director] schaeffer should follow his titular advice
",train
negative,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at . 
",train
negative,"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . 
",train
negative,"eight legged freaks won't join the pantheon of great monster/science fiction flicks that we have come to love . . . 
",train
negative,"meandering and glacially paced , and often just plain dull . 
",train
negative,"how anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us . 
",train
negative,"it's drab . it's uninteresting . it squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt ! 
",train
negative,"a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse . 
",train
negative,"narratively , trouble every day is a plodding mess . 
",train
negative,"what an embarrassment . 
",train
negative,"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else . 
",train
negative,"neither as scary-funny as tremors nor demented-funny as starship troopers , the movie isn't tough to take as long as you've paid a matinee price . 
",train
negative,"gaghan . . . has thrown every suspenseful cliché in the book at this nonsensical story . 
",train
negative,"no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore . 
",train
negative,"everything is off . 
",train
negative,"while super troopers is above academy standards , its quintet of writers could still use some more schooling . 
",train
negative,"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness . 
",train
negative,"makes 98 minutes feel like three hours . 
",train
negative,"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life . 
",train
negative,"if sinise's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over . 
",train
negative,"the movie eventually snaps under the strain of its plot contrivances and its need to reassure . 
",train
negative,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading . 
",train
negative,"if it's seldom boring , well , it's also rarely coherent . 
",train
negative,"what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be . 
",train
negative,"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well . 
",train
negative,"this tuxedo . . . should have been sent back to the tailor for some major alterations . 
",train
negative,"a valueless kiddie paean to pro basketball underwritten by the nba . 
",train
negative,"it's just rather leaden and dull . 
",train
negative,"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight . 
",train
negative,"a movie that can't get sufficient distance from leroy's delusions to escape their maudlin influence . 
",train
negative,"could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ? that's the only sane rationale i can think of for swimfan's existence . 
",train
negative,"it's pretentious in a way that verges on the amateurish . 
",train
negative," . . . has about 3/4th the fun of its spry 2001 predecessor — but it's a rushed , slapdash , sequel-for-the-sake- of-a-sequel with less than half the plot and ingenuity . 
",train
negative,"a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship . 
",train
negative,"a fifty car pileup of cliches . 
",train
negative,"so verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-tv movie . 
",train
negative,"feels slight , as if it were an extended short , albeit one made by the smartest kids in class . 
",train
negative,"press the delete key . 
",train
negative,"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . 
",train
negative,"nair just doesn't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy . 
",train
negative,"[the film's] taste for "" shock humor "" will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . 
",train
negative,"it's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it's about as exciting as a sunburn . 
",train
negative,"animated drivel meant to enhance the self-image of drooling idiots . 
",train
negative,"a chiller resolutely without chills . 
",train
negative,"such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show . 
",train
negative,"to be oblivious to the existence of this film would be very sweet indeed . 
",train
negative,"not so much funny as aggressively sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies . 
",train
negative,"more a gunfest than a rock concert . 
",train
negative,"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine . 
",train
negative,"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic . 
",train
negative,"what with the incessant lounge music playing in the film's background , you may mistake love liza for an adam sandler chanukah song . 
",train
negative,"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious . 
",train
negative,"tends to plod . 
",train
negative,"you leave feeling like you've endured a long workout without your pulse ever racing . 
",train
negative,"in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature . 
",train
negative,"the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it . 
",train
negative,"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit . 
",train
negative,"few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance . 
",train
